what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.goto.lineEnd",1521498946702
no handler,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.goto.lineEnd",1521499032917
no handler,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.goto.lineEnd",1521499043949
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.delete",1521499048578
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.delete",1521499054149
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.delete",1521499054316
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.delete",1521499088628
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1521499108542
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1521499113767
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499116962
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499117164
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.undo",1521499120224
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.delete",1521499129133
opened,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.ClassFileEditorNoSource",1521499156872
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.ClassFileEditorNoSource",1521499157133
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1521499157183
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499160139
closed,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.ClassFileEditorNoSource",1521499160178
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.saveAll",1521499164019
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499197733
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499394794
started,bundle,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui",1521499399063
started,bundle,org.eclipse.wst.jsdt.js.bower,1.0.0.v201605192332,"org.eclipse.wst.jsdt.js.bower",1521499399117
started,bundle,org.eclipse.wst.jsdt.js.node,1.0.0.v201608102114,"org.eclipse.wst.jsdt.js.node",1521499399157
started,bundle,org.eclipse.wst.jsdt.js.npm,1.0.0.v201607180823,"org.eclipse.wst.jsdt.js.npm",1521499399173
started,bundle,org.eclipse.wst.jsdt.core,2.0.0.v201608251059,"org.eclipse.wst.jsdt.core",1521499399424
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.601.v201602241911,"org.eclipse.wst.jsdt.manipulation",1521499399563
started,bundle,org.eclipse.wst.jsdt.ui,2.0.0.v201608301904,"org.eclipse.wst.jsdt.ui",1521499399567
started,bundle,org.eclipse.jdt.debug,3.10.1.v20160811-0441,"org.eclipse.jdt.debug",1521499399684
started,bundle,org.eclipse.jdt.debug.ui,3.7.201.v20160811-0450,"org.eclipse.jdt.debug.ui",1521499399766
started,bundle,org.eclipse.wst.jsdt.chromium.debug.core,0.5.0.v201608251013,"org.eclipse.wst.jsdt.chromium.debug.core",1521499401515
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499401581
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499401687
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499401805
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499403521
started,bundle,org.eclipse.m2e.launching,1.7.0.20160603-1933,"org.eclipse.m2e.launching",1521499403627
opened,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1521499404034
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1521499408018
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499465052
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.undo",1521499477889
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1521499492556
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499494208
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499494390
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499497108
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499499057
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499558618
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499692585
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.delete",1521499694871
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.delete",1521499703479
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.delete",1521499726470
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499739501
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499739514
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499752584
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499753304
executed,command,org.eclipse.jdt.debug.ui,3.7.201.v20160811-0450,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1521499753313
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499753405
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499755623
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1521499807725
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.302.v201304240928,"org.eclipse.wst.xsl.debug.ui",1521499813827
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499818365
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499819873
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499822699
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499823915
activated,view,org.eclipse.mylyn.tasks.ui,3.21.0.v20160913-2131,"org.eclipse.mylyn.tasks.ui.views.tasks",1521499845062
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499872237
executed,command,org.eclipse.jdt.debug.ui,3.7.201.v20160811-0450,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1521499884229
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499893626
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521499895355
activated,perspective,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.DebugPerspective",1521499895409
opened,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.DebugView",1521499895652
opened,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.VariableView",1521499896390
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.perspectives.showPerspective",1521499896517
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.VariableView",1521499901037
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499901832
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.VariableView",1521499906705
opened,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.BreakpointView",1521499908313
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.BreakpointView",1521499908490
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.VariableView",1521499909435
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.DebugView",1521499912880
opened,view,org.eclipse.wst.server.ui,1.5.306.v201609011808,"org.eclipse.wst.server.ui.ServersView",1521499916876
activated,view,org.eclipse.wst.server.ui,1.5.306.v201609011808,"org.eclipse.wst.server.ui.ServersView",1521499916924
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.DebugView",1521499918071
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.VariableView",1521499924811
activated,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521499929592
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499930494
activated,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521499930627
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499932269
activated,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521499932963
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499933198
activated,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521499933739
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499933964
activated,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521499934474
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499934708
activated,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521499935265
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499935874
activated,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521499936265
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499936504
activated,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521499937290
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499937524
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.VariableView",1521499938730
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.BreakpointView",1521499948394
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.VariableView",1521499949049
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499949630
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499949667
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499950181
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499950749
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499951299
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499951755
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499952051
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499952556
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499952803
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499953100
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499953318
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499953565
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499953784
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499954054
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499954261
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499954454
opened,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.ClassFileEditorNoSource",1521499954817
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.ClassFileEditorNoSource",1521499954985
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.backwardHistory",1521499955065
activated,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521499958499
closed,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.ClassFileEditorNoSource",1521499958531
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.gotoLastEditPosition",1521499960761
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.gotoLastEditPosition",1521499961047
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.gotoLastEditPosition",1521499961399
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.gotoLastEditPosition",1521499961655
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.gotoLastEditPosition",1521499962360
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.navigate.previous",1521499964587
activated,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.DebugView",1521499965676
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521500087353
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521502183587
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521502185481
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521502186871
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521502188578
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521502189378
closed,view,org.eclipse.ui.ide,3.12.2.v20161115-1450,"org.eclipse.ui.views.AllMarkersView",1521502189490
closed,view,org.eclipse.ui.navigator.resources,3.5.101.v20161006-0640,"org.eclipse.ui.navigator.ProjectExplorer",1521502189518
closed,view,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.PackageExplorer",1521502189600
closed,view,org.eclipse.mylyn.tasks.ui,3.21.0.v20160913-2131,"org.eclipse.mylyn.tasks.ui.views.tasks",1521502189689
closed,view,org.eclipse.ui.ide,3.12.2.v20161115-1450,"org.eclipse.ui.views.ProblemView",1521502189711
closed,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1521502189756
closed,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1521502189835
closed,editor,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.CompilationUnitEditor",1521502189897
closed,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.BreakpointView",1521502190046
closed,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.VariableView",1521502190084
closed,view,org.eclipse.wst.server.ui,1.5.306.v201609011808,"org.eclipse.wst.server.ui.ServersView",1521502190113
closed,view,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.DebugView",1521502190140
closed,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1521502190273
stopped,bundle,org.eclipse.m2e.logback.configuration,1.7.0.20160603-1933,"org.eclipse.m2e.logback.configuration",1521502192364
stopped,bundle,org.eclipse.recommenders.apidocs.rcp,2.4.5.v20161130-1427,"org.eclipse.recommenders.apidocs.rcp",1521502192364
stopped,bundle,org.eclipse.recommenders.coordinates.rcp,2.4.5.v20161130-1427,"org.eclipse.recommenders.coordinates.rcp",1521502192365
stopped,bundle,org.eclipse.recommenders.models,2.4.5.v20161130-1427,"org.eclipse.recommenders.models",1521502192365
stopped,bundle,org.eclipse.recommenders.coordinates,2.4.5.v20161130-1427,"org.eclipse.recommenders.coordinates",1521502192365
stopped,bundle,org.eclipse.egit.mylyn.ui,4.4.1.201607150455-r,"org.eclipse.egit.mylyn.ui",1521502192734
stopped,bundle,org.eclipse.tm.terminal.connector.local,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.local",1521502192734
stopped,bundle,org.eclipse.tm.terminal.connector.process,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.process",1521502192933
stopped,bundle,org.eclipse.tm.terminal.connector.serial,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.serial",1521502192948
stopped,bundle,org.eclipse.tm.terminal.connector.ssh,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.ssh",1521502192962
stopped,bundle,org.eclipse.tm.terminal.connector.telnet,4.2.0.201609191434,"org.eclipse.tm.terminal.connector.telnet",1521502192976
stopped,bundle,org.eclipse.tm.terminal.view.ui,4.2.0.201609191434,"org.eclipse.tm.terminal.view.ui",1521502192977
stopped,bundle,org.eclipse.egit.ui,4.4.1.201607150455-r,"org.eclipse.egit.ui",1521502192977
stopped,bundle,org.eclipse.oomph.setup.editor,1.6.0.v20161125-1207,"org.eclipse.oomph.setup.editor",1521502192979
stopped,bundle,org.eclipse.oomph.resources.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.resources.edit",1521502193228
stopped,bundle,org.eclipse.oomph.workingsets.editor,1.6.0.v20161111-1110,"org.eclipse.oomph.workingsets.editor",1521502193228
stopped,bundle,org.eclipse.oomph.workingsets.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.workingsets.edit",1521502193543
stopped,bundle,org.eclipse.oomph.predicates.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.predicates.edit",1521502193543
stopped,bundle,org.eclipse.oomph.resources,1.6.0.v20161019-0656,"org.eclipse.oomph.resources",1521502193543
stopped,bundle,org.eclipse.oomph.workingsets,1.6.0.v20161019-0656,"org.eclipse.oomph.workingsets",1521502193544
stopped,bundle,org.eclipse.oomph.predicates,1.6.0.v20161019-0656,"org.eclipse.oomph.predicates",1521502193544
stopped,bundle,org.eclipse.egit.core,4.4.1.201607150455-r,"org.eclipse.egit.core",1521502193544
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.1.0.201603142002,"org.eclipse.datatools.enablement.postgresql.ui",1521502193680
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.4.100.v201603180253,"org.eclipse.jpt.jpa.eclipselink.ui",1521502193697
stopped,bundle,org.eclipse.jpt.jpa.ui,3.4.100.v201603180253,"org.eclipse.jpt.jpa.ui",1521502193699
stopped,bundle,org.eclipse.jpt.jpa.db.ui,2.1.200.v201603180253,"org.eclipse.jpt.jpa.db.ui",1521502193834
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201006242214,"org.eclipse.datatools.enablement.ingres.ui",1521502193849
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.1.0.201603142002,"org.eclipse.datatools.connectivity.db.generic.ui",1521502194117
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.3.0.201603142002,"org.eclipse.datatools.sqltools.data.ui",1521502194133
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090458,"org.eclipse.datatools.enablement.sybase.ui",1521502194147
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.2.0.201603142002,"org.eclipse.datatools.connectivity.sqm.server.ui",1521502194161
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.ddlgen.ui",1521502194161
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.db.derby.ui",1521502194283
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.db.generic.ui",1521502194422
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.debugger.core.ui",1521502194424
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.routineeditor.ui",1521502194426
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.1.0.201603142002,"org.eclipse.datatools.sqltools.debugger.core",1521502194440
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.1.0.201603142002,"org.eclipse.datatools.sqltools.sqlscrapbook",1521502194441
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1521502194456
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.1.0.201603142002,"org.eclipse.datatools.sqltools.sqleditor",1521502194458
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.1.0.201603142002,"org.eclipse.datatools.sqltools.editor.core.ui",1521502194856
activated,perspective,org.eclipse.debug.ui,,"org.eclipse.debug.ui.DebugPerspective",1522710714398
started,bundle,org.eclipse.osgi,3.11.2.v20161107-1947,"org.eclipse.osgi",1522710714401
started,bundle,org.eclipse.equinox.simpleconfigurator,1.1.200.v20160504-1450,"org.eclipse.equinox.simpleconfigurator",1522710714402
started,bundle,com.ibm.icu,56.1.0.v201601250100,"com.ibm.icu",1522710714404
started,bundle,org.apache.felix.gogo.command,0.10.0.v201209301215,"org.apache.felix.gogo.command",1522710714404
started,bundle,org.apache.felix.gogo.runtime,0.10.0.v201209301036,"org.apache.felix.gogo.runtime",1522710714405
started,bundle,org.apache.felix.gogo.shell,0.10.0.v201212101605,"org.apache.felix.gogo.shell",1522710714406
started,bundle,org.eclipse.cft.server.verify.ui,1.0.1.v201611302157,"org.eclipse.cft.server.verify.ui",1522710714407
started,bundle,org.eclipse.compare,3.7.0.v20161024-1724,"org.eclipse.compare",1522710714410
started,bundle,org.eclipse.compare.core,3.6.0.v20160418-1534,"org.eclipse.compare.core",1522710714411
started,bundle,org.eclipse.core.contenttype,3.5.100.v20160418-1621,"org.eclipse.core.contenttype",1522710714412
started,bundle,org.eclipse.core.expressions,3.5.100.v20160418-1621,"org.eclipse.core.expressions",1522710714413
started,bundle,org.eclipse.core.filebuffers,3.6.0.v20160503-1849,"org.eclipse.core.filebuffers",1522710714414
started,bundle,org.eclipse.core.filesystem,1.6.1.v20161113-2349,"org.eclipse.core.filesystem",1522710714415
started,bundle,org.eclipse.core.jobs,3.8.0.v20160509-0411,"org.eclipse.core.jobs",1522710714416
started,bundle,org.eclipse.core.net,1.3.0.v20160418-1534,"org.eclipse.core.net",1522710714418
started,bundle,org.eclipse.core.resources,3.11.1.v20161107-2032,"org.eclipse.core.resources",1522710714419
started,bundle,org.eclipse.core.runtime,3.12.0.v20160606-1342,"org.eclipse.core.runtime",1522710714419
started,bundle,org.eclipse.core.variables,3.3.0.v20160419-1720,"org.eclipse.core.variables",1522710714420
started,bundle,org.eclipse.debug.core,3.10.100.v20160419-1720,"org.eclipse.debug.core",1522710714422
started,bundle,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui",1522710714425
started,bundle,org.eclipse.e4.core.contexts,1.5.0.v20160504-0909,"org.eclipse.e4.core.contexts",1522710714426
started,bundle,org.eclipse.e4.core.di,1.6.1.v20160712-0927,"org.eclipse.e4.core.di",1522710714427
started,bundle,org.eclipse.e4.core.di.extensions,0.14.0.v20160211-1614,"org.eclipse.e4.core.di.extensions",1522710714428
started,bundle,org.eclipse.e4.core.services,2.0.100.v20160509-1032,"org.eclipse.e4.core.services",1522710714429
