what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.e4.ui.bindings,0.11.100.v20160509-1025,"org.eclipse.e4.ui.bindings",1522710714431
started,bundle,org.eclipse.e4.ui.css.swt,0.12.100.v20160517-1505,"org.eclipse.e4.ui.css.swt",1522710714432
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.10.100.v20160523-0836,"org.eclipse.e4.ui.css.swt.theme",1522710714433
started,bundle,org.eclipse.e4.ui.di,1.1.100.v20160506-0759,"org.eclipse.e4.ui.di",1522710714434
started,bundle,org.eclipse.e4.ui.model.workbench,1.2.0.v20160229-1459,"org.eclipse.e4.ui.model.workbench",1522710714436
started,bundle,org.eclipse.e4.ui.services,1.2.100.v20160506-0759,"org.eclipse.e4.ui.services",1522710714437
started,bundle,org.eclipse.e4.ui.workbench,1.4.0.v20160517-1624,"org.eclipse.e4.ui.workbench",1522710714438
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.2.100.v20160831-1151,"org.eclipse.e4.ui.workbench.addons.swt",1522710714439
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.14.0.v20160525-0940,"org.eclipse.e4.ui.workbench.renderers.swt",1522710714440
started,bundle,org.eclipse.e4.ui.workbench.swt,0.14.1.v20160829-0832,"org.eclipse.e4.ui.workbench.swt",1522710714441
started,bundle,org.eclipse.ecf,3.8.0.v20160823-2221,"org.eclipse.ecf",1522710714443
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20160823-2221,"org.eclipse.ecf.filetransfer",1522710714443
started,bundle,org.eclipse.ecf.identity,3.7.0.v20160823-2221,"org.eclipse.ecf.identity",1522710714445
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.200.v20160823-2221,"org.eclipse.ecf.provider.filetransfer",1522710714446
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient4,1.1.100.v20160823-2221,"org.eclipse.ecf.provider.filetransfer.httpclient4",1522710714448
started,bundle,org.eclipse.egit.core,4.4.1.201607150455-r,"org.eclipse.egit.core",1522710714450
started,bundle,org.eclipse.egit.ui,4.4.1.201607150455-r,"org.eclipse.egit.ui",1522710714454
started,bundle,org.eclipse.emf.common,2.12.0.v20160420-0247,"org.eclipse.emf.common",1522710714454
started,bundle,org.eclipse.emf.common.ui,2.11.0.v20160526-0356,"org.eclipse.emf.common.ui",1522710714454
started,bundle,org.eclipse.emf.ecore,2.12.0.v20160420-0247,"org.eclipse.emf.ecore",1522710714454
started,bundle,org.eclipse.emf.ecore.xmi,2.12.0.v20160420-0247,"org.eclipse.emf.ecore.xmi",1522710714455
started,bundle,org.eclipse.emf.edit,2.12.0.v20160526-0356,"org.eclipse.emf.edit",1522710714455
started,bundle,org.eclipse.epp.logging.aeri.core,2.0.3.v20161012-1342,"org.eclipse.epp.logging.aeri.core",1522710714457
started,bundle,org.eclipse.equinox.app,1.3.400.v20150715-1528,"org.eclipse.equinox.app",1522710714458
started,bundle,org.eclipse.equinox.common,3.8.0.v20160509-1230,"org.eclipse.equinox.common",1522710714459
started,bundle,org.eclipse.equinox.console,1.1.200.v20150929-1405,"org.eclipse.equinox.console",1522710714460
started,bundle,org.eclipse.equinox.ds,1.4.400.v20160226-2036,"org.eclipse.equinox.ds",1522710714461
started,bundle,org.eclipse.equinox.event,1.3.200.v20160324-1850,"org.eclipse.equinox.event",1522710714462
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.500.v20160419-0834,"org.eclipse.equinox.p2.artifact.repository",1522710714464
started,bundle,org.eclipse.equinox.p2.core,2.4.100.v20160419-0834,"org.eclipse.equinox.p2.core",1522710714465
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.1.100.v20150423-1455,"org.eclipse.equinox.p2.directorywatcher",1522710714466
started,bundle,org.eclipse.equinox.p2.engine,2.4.100.v20160419-0834,"org.eclipse.equinox.p2.engine",1522710714467
started,bundle,org.eclipse.equinox.p2.metadata,2.3.100.v20160427-2220,"org.eclipse.equinox.p2.metadata",1522710714469
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.300.v20160419-0834,"org.eclipse.equinox.p2.metadata.repository",1522710714470
started,bundle,org.eclipse.equinox.p2.operations,2.4.200.v20160504-1450,"org.eclipse.equinox.p2.operations",1522710714471
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.400.v20160504-1450,"org.eclipse.equinox.p2.reconciler.dropins",1522710714472
started,bundle,org.eclipse.equinox.p2.repository,2.3.200.v20160421-0324,"org.eclipse.equinox.p2.repository",1522710714473
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.1.201.v20161115-1927,"org.eclipse.equinox.p2.transport.ecf",1522710714474
started,bundle,org.eclipse.equinox.p2.ui,2.4.100.v20160419-0834,"org.eclipse.equinox.p2.ui",1522710714476
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.3.0.v20161124-1529,"org.eclipse.equinox.p2.ui.sdk.scheduler",1522710714478
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.300.v20161124-1529,"org.eclipse.equinox.p2.updatechecker",1522710714479
started,bundle,org.eclipse.equinox.preferences,3.6.1.v20160815-1406,"org.eclipse.equinox.preferences",1522710714480
started,bundle,org.eclipse.equinox.registry,3.6.100.v20160223-2218,"org.eclipse.equinox.registry",1522710714481
started,bundle,org.eclipse.equinox.security,1.2.200.v20150715-1528,"org.eclipse.equinox.security",1522710714673
started,bundle,org.eclipse.equinox.util,1.0.500.v20130404-1337,"org.eclipse.equinox.util",1522710714674
started,bundle,org.eclipse.help,3.7.0.v20160602-1307,"org.eclipse.help",1522710714675
started,bundle,org.eclipse.jdt.apt.core,3.4.100.v20160525-0952,"org.eclipse.jdt.apt.core",1522710714677
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.1.100.v20160418-1457,"org.eclipse.jdt.apt.pluggable.core",1522710714678
started,bundle,org.eclipse.jdt.core,3.12.2.v20161117-1814,"org.eclipse.jdt.core",1522710714680
started,bundle,org.eclipse.jdt.core.manipulation,1.7.0.v20160419-0705,"org.eclipse.jdt.core.manipulation",1522710714681
started,bundle,org.eclipse.jdt.debug,3.10.1.v20160811-0441,"org.eclipse.jdt.debug",1522710714702
started,bundle,org.eclipse.jdt.debug.ui,3.7.201.v20160811-0450,"org.eclipse.jdt.debug.ui",1522710714702
started,bundle,org.eclipse.jdt.launching,3.8.101.v20161111-2014,"org.eclipse.jdt.launching",1522710714704
started,bundle,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui",1522710714704
started,bundle,org.eclipse.jgit,4.4.1.201607150455-r,"org.eclipse.jgit",1522710714704
started,bundle,org.eclipse.jsch.core,1.3.0.v20160422-1917,"org.eclipse.jsch.core",1522710714705
started,bundle,org.eclipse.ltk.core.refactoring,3.7.0.v20160419-0705,"org.eclipse.ltk.core.refactoring",1522710714706
started,bundle,org.eclipse.ltk.ui.refactoring,3.8.0.v20160518-1817,"org.eclipse.ltk.ui.refactoring",1522710714708
started,bundle,org.eclipse.m2e.logback.configuration,1.7.0.20160603-1933,"org.eclipse.m2e.logback.configuration",1522710714708
started,bundle,org.eclipse.mylyn.bugzilla.core,3.21.0.v20160909-1813,"org.eclipse.mylyn.bugzilla.core",1522710714710
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.21.0.v20160909-1813,"org.eclipse.mylyn.bugzilla.ui",1522710714711
started,bundle,org.eclipse.mylyn.commons.core,3.21.0.v20160707-1856,"org.eclipse.mylyn.commons.core",1522710714711
started,bundle,org.eclipse.mylyn.commons.net,3.21.0.v20160630-1702,"org.eclipse.mylyn.commons.net",1522710714711
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.13.0.v20160630-1702,"org.eclipse.mylyn.commons.notifications.core",1522710714712
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.13.0.v20160721-2347,"org.eclipse.mylyn.commons.notifications.feed",1522710714713
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.13.0.v20160630-1702,"org.eclipse.mylyn.commons.notifications.ui",1522710714714
started,bundle,org.eclipse.mylyn.commons.repositories.ui,1.13.0.v20160630-1702,"org.eclipse.mylyn.commons.repositories.ui",1522710714715
started,bundle,org.eclipse.mylyn.commons.ui,3.21.0.v20160630-1702,"org.eclipse.mylyn.commons.ui",1522710714717
started,bundle,org.eclipse.mylyn.commons.workbench,3.21.0.v20160630-1702,"org.eclipse.mylyn.commons.workbench",1522710714718
started,bundle,org.eclipse.mylyn.context.core,3.21.0.v20160701-1337,"org.eclipse.mylyn.context.core",1522710714718
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.21.0.v20160815-2336,"org.eclipse.mylyn.context.tasks.ui",1522710714719
started,bundle,org.eclipse.mylyn.monitor.ui,3.21.0.v20160630-1702,"org.eclipse.mylyn.monitor.ui",1522710714720
started,bundle,org.eclipse.mylyn.tasks.ui,3.21.0.v20160913-2131,"org.eclipse.mylyn.tasks.ui",1522710714723
started,bundle,org.eclipse.mylyn.team.ui,3.21.0.v20160701-1337,"org.eclipse.mylyn.team.ui",1522710714725
started,bundle,org.eclipse.oomph.base,1.6.0.v20161019-0656,"org.eclipse.oomph.base",1522710714726
started,bundle,org.eclipse.oomph.base.edit,1.6.0.v20161125-0947,"org.eclipse.oomph.base.edit",1522710714727
started,bundle,org.eclipse.oomph.jreinfo.ui,1.6.0.v20161019-0656,"org.eclipse.oomph.jreinfo.ui",1522710714728
started,bundle,org.eclipse.oomph.p2,1.6.0.v20161019-0656,"org.eclipse.oomph.p2",1522710714728
started,bundle,org.eclipse.oomph.p2.core,1.6.0.v20161111-1110,"org.eclipse.oomph.p2.core",1522710714729
started,bundle,org.eclipse.oomph.p2.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.p2.edit",1522710714731
started,bundle,org.eclipse.oomph.p2.ui,1.6.0.v20161128-0924,"org.eclipse.oomph.p2.ui",1522710714733
started,bundle,org.eclipse.oomph.predicates,1.6.0.v20161019-0656,"org.eclipse.oomph.predicates",1522710714733
started,bundle,org.eclipse.oomph.predicates.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.predicates.edit",1522710714734
started,bundle,org.eclipse.oomph.preferences,1.6.0.v20161019-0656,"org.eclipse.oomph.preferences",1522710714735
started,bundle,org.eclipse.oomph.setup,1.6.0.v20161125-0947,"org.eclipse.oomph.setup",1522710714735
started,bundle,org.eclipse.oomph.setup.core,1.6.0.v20161128-0928,"org.eclipse.oomph.setup.core",1522710714735
started,bundle,org.eclipse.oomph.setup.edit,1.6.0.v20161125-0947,"org.eclipse.oomph.setup.edit",1522710714737
started,bundle,org.eclipse.oomph.setup.p2,1.6.0.v20161019-0656,"org.eclipse.oomph.setup.p2",1522710714738
started,bundle,org.eclipse.oomph.setup.p2.edit,1.6.0.v20161019-0656,"org.eclipse.oomph.setup.p2.edit",1522710714739
started,bundle,org.eclipse.oomph.setup.sync,1.6.0.v20161019-0656,"org.eclipse.oomph.setup.sync",1522710714740
started,bundle,org.eclipse.oomph.setup.ui,1.6.0.v20161128-0851,"org.eclipse.oomph.setup.ui",1522710714741
started,bundle,org.eclipse.oomph.ui,1.6.0.v20161111-1110,"org.eclipse.oomph.ui",1522710714742
started,bundle,org.eclipse.oomph.util,1.6.0.v20161125-0947,"org.eclipse.oomph.util",1522710714743
started,bundle,org.eclipse.oomph.workingsets,1.6.0.v20161019-0656,"org.eclipse.oomph.workingsets",1522710714744
started,bundle,org.eclipse.oomph.workingsets.editor,1.6.0.v20161111-1110,"org.eclipse.oomph.workingsets.editor",1522710714744
started,bundle,org.eclipse.pde.core,3.11.1.v20161115-1951,"org.eclipse.pde.core",1522710714745
started,bundle,org.eclipse.pde.ds.annotations,1.0.0.v20160525-1437,"org.eclipse.pde.ds.annotations",1522710714746
started,bundle,org.eclipse.pde.launching,3.6.401.v20161115-0549,"org.eclipse.pde.launching",1522710714747
started,bundle,org.eclipse.pde.ui,3.9.100.v20161102-0517,"org.eclipse.pde.ui",1522710714749
started,bundle,org.eclipse.rse.connectorservice.local,2.1.400.201403100950,"org.eclipse.rse.connectorservice.local",1522710714750
started,bundle,org.eclipse.rse.core,3.3.100.201603151753,"org.eclipse.rse.core",1522710714750
started,bundle,org.eclipse.rse.files.ui,3.2.200.201507172213,"org.eclipse.rse.files.ui",1522710714750
started,bundle,org.eclipse.rse.services,3.3.0.201506120731,"org.eclipse.rse.services",1522710714751
started,bundle,org.eclipse.rse.services.local,2.2.1.201507180454,"org.eclipse.rse.services.local",1522710714751
started,bundle,org.eclipse.rse.subsystems.files.core,3.3.1.201403100950,"org.eclipse.rse.subsystems.files.core",1522710714751
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.300.201403251512,"org.eclipse.rse.subsystems.files.local",1522710714751
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.300.201403271554,"org.eclipse.rse.subsystems.shells.core",1522710714752
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.400.201403100950,"org.eclipse.rse.subsystems.shells.local",1522710714752
started,bundle,org.eclipse.rse.ui,3.3.300.201610252046,"org.eclipse.rse.ui",1522710714753
started,bundle,org.eclipse.team.core,3.8.0.v20160418-1534,"org.eclipse.team.core",1522710714754
started,bundle,org.eclipse.team.ui,3.8.0.v20160518-1906,"org.eclipse.team.ui",1522710714755
started,bundle,org.eclipse.tm.terminal.view.ui,4.2.0.201609191434,"org.eclipse.tm.terminal.view.ui",1522710714756
started,bundle,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui",1522710714759
started,bundle,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console",1522710714760
started,bundle,org.eclipse.ui.editors,3.10.1.v20161106-1856,"org.eclipse.ui.editors",1522710714760
started,bundle,org.eclipse.ui.ide,3.12.2.v20161115-1450,"org.eclipse.ui.ide",1522710714762
started,bundle,org.eclipse.ui.ide.application,1.1.101.v20160829-0827,"org.eclipse.ui.ide.application",1522710714763
started,bundle,org.eclipse.ui.monitoring,1.1.1.v20161028-1850,"org.eclipse.ui.monitoring",1522710714763
started,bundle,org.eclipse.ui.navigator,3.6.101.v20161006-1120,"org.eclipse.ui.navigator",1522710714765
started,bundle,org.eclipse.ui.net,1.3.0.v20160426-1633,"org.eclipse.ui.net",1522710714766
started,bundle,org.eclipse.ui.themes,1.1.300.v20161107-1827,"org.eclipse.ui.themes",1522710714766
started,bundle,org.eclipse.ui.trace,1.0.400.v20160509-1055,"org.eclipse.ui.trace",1522710714768
started,bundle,org.eclipse.ui.views.log,1.2.1.v20160829-0826,"org.eclipse.ui.views.log",1522710714769
started,bundle,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"org.eclipse.ui.workbench",1522710714770
started,bundle,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.workbench.texteditor",1522710714771
started,bundle,org.eclipse.update.configurator,3.3.400.v20160506-0750,"org.eclipse.update.configurator",1522710714772
started,bundle,org.eclipse.userstorage,1.0.0.v20160524-0709,"org.eclipse.userstorage",1522710714773
started,bundle,org.eclipse.userstorage.ui,1.0.0.v20151216-0912,"org.eclipse.userstorage.ui",1522710714774
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030423,"org.eclipse.wst.common.project.facet.core",1522710714775
